,dt,dt_iso,timezone,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
11786,1593878400,2020-07-04 16:00:00,3600,19.47,16.84,18.89,20.0,1006,,,72,5.7,230,,,,,75,803,Clouds,broken clouds,04d
11787,1593882000,2020-07-04 17:00:00,3600,19.33,15.61,18.89,20.0,1005,,,72,7.2,230,,,,,75,803,Clouds,broken clouds,04d
11788,1593885600,2020-07-04 18:00:00,3600,19.56,16.26,18.89,20.0,1005,,,72,6.7,230,,,,,75,803,Clouds,broken clouds,04d
11789,1593889200,2020-07-04 19:00:00,3600,19.25,16.55,18.89,20.0,1004,,,72,5.7,230,,,,,75,803,Clouds,broken clouds,04d
11790,1593892800,2020-07-04 20:00:00,3600,18.97,15.84,18.0,19.44,1004,,,77,6.7,230,,,,,75,803,Clouds,broken clouds,04d
11791,1593896400,2020-07-04 21:00:00,3600,18.63,15.73,17.78,19.0,1004,,,77,6.2,230,,,,,75,803,Clouds,broken clouds,04n
11792,1593900000,2020-07-04 22:00:00,3600,17.98,13.12,17.75,18.33,1004,,,77,8.7,230,,,,,100,804,Clouds,overcast clouds,04n
11793,1593903600,2020-07-04 23:00:00,3600,17.7,13.09,17.0,18.33,1003,,,77,8.2,220,,,,,75,803,Clouds,broken clouds,04n
11794,1593907200,2020-07-05 00:00:00,3600,17.13,12.66,16.67,17.78,1002,,,82,8.2,210,,,,,75,803,Clouds,broken clouds,04n
11795,1593910800,2020-07-05 01:00:00,3600,17.5,11.71,16.67,18.33,1001,,,77,9.8,230,,,,,75,803,Clouds,broken clouds,04n
11796,1593914400,2020-07-05 02:00:00,3600,17.54,11.74,16.67,18.33,1001,,,82,10.3,230,,,,,75,803,Clouds,broken clouds,04n
11797,1593918000,2020-07-05 03:00:00,3600,17.57,11.1,16.67,18.33,1000,,,77,10.8,240,,,,,75,803,Clouds,broken clouds,04n
11798,1593921600,2020-07-05 04:00:00,3600,17.3,10.4,16.67,18.33,1001,,,77,11.3,240,0.5,,,,75,500,Rain,light rain,10d
11799,1593925200,2020-07-05 05:00:00,3600,17.4,11.23,16.67,18.33,1002,,,77,10.3,250,,,,,75,803,Clouds,broken clouds,04d
11800,1593928800,2020-07-05 06:00:00,3600,17.58,11.13,16.11,18.89,1003,,,72,10.3,250,,,,,75,803,Clouds,broken clouds,04d
11801,1593932400,2020-07-05 07:00:00,3600,17.35,9.2,16.0,18.89,1004,,,63,11.8,260,,,,,20,801,Clouds,few clouds,02d
11802,1593936000,2020-07-05 08:00:00,3600,17.27,9.45,15.56,19.44,1004,,,63,11.3,260,,,,,40,802,Clouds,scattered clouds,03d
11803,1593939600,2020-07-05 09:00:00,3600,17.49,9.29,16.11,19.44,1005,,,51,10.8,270,,,,,40,802,Clouds,scattered clouds,03d
11804,1593943200,2020-07-05 10:00:00,3600,17.69,8.63,16.0,19.0,1006,,,48,11.8,260,,,,,40,802,Clouds,scattered clouds,03d
11805,1593946800,2020-07-05 11:00:00,3600,17.9,9.53,16.67,19.44,1006,,,42,10.3,270,,,,,43,802,Clouds,scattered clouds,03d
11806,1593950400,2020-07-05 12:00:00,3600,18.23,9.71,17.0,19.44,1006,,,39,10.3,270,,,,,0,800,Clear,sky is clear,01d
11807,1593954000,2020-07-05 13:00:00,3600,18.38,9.18,17.0,20.0,1007,,,39,11.3,260,,,,,0,800,Clear,sky is clear,01d
11808,1593957600,2020-07-05 14:00:00,3600,18.46,8.23,17.22,20.0,1007,,,40,12.9,260,,,,,0,800,Clear,sky is clear,01d
11809,1593961200,2020-07-05 15:00:00,3600,18.68,8.49,17.22,20.0,1007,,,40,12.9,250,,,,,0,800,Clear,sky is clear,01d
11810,1593964800,2020-07-05 16:00:00,3600,17.96,10.09,16.0,20.0,1007,,,39,9.3,260,,,,,40,802,Clouds,scattered clouds,03d
11811,1593968400,2020-07-05 17:00:00,3600,17.73,7.73,15.56,19.0,1006,,,39,12.3,260,,,,,0,800,Clear,sky is clear,01d
11812,1593972000,2020-07-05 18:00:00,3600,17.16,6.49,15.56,19.0,1006,,,42,13.4,260,,,,,0,800,Clear,sky is clear,01d
11813,1593975600,2020-07-05 19:00:00,3600,16.17,8.64,15.0,17.22,1006,,,55,9.8,250,,,,,40,802,Clouds,scattered clouds,03d
11814,1593979200,2020-07-05 20:00:00,3600,15.27,7.2,14.0,16.11,1006,,,55,10.3,250,,,,,20,801,Clouds,few clouds,02d
11815,1593982800,2020-07-05 21:00:00,3600,14.6,7.68,13.0,16.11,1007,,,58,8.7,250,,,,,75,803,Clouds,broken clouds,04n
11816,1593986400,2020-07-05 22:00:00,3600,13.75,8.04,12.0,15.56,1007,,,71,7.7,270,,,,,75,803,Clouds,broken clouds,04n
11817,1593990000,2020-07-05 23:00:00,3600,13.39,6.69,12.22,14.44,1009,,,67,8.7,250,,,,,75,803,Clouds,broken clouds,04n
11818,1593993600,2020-07-06 00:00:00,3600,13.02,6.02,12.22,13.89,1009,,,71,9.3,270,,,,,75,803,Clouds,broken clouds,04n
11819,1593997200,2020-07-06 01:00:00,3600,12.61,6.98,11.92,13.33,1009,,,71,7.2,260,,,,,40,802,Clouds,scattered clouds,03n
11820,1594000800,2020-07-06 02:00:00,3600,12.16,6.78,11.0,13.0,1010,,,71,6.7,260,,,,,75,803,Clouds,broken clouds,04n
11821,1594004400,2020-07-06 03:00:00,3600,11.85,6.87,11.0,12.78,1011,,,81,6.7,270,,,,,75,803,Clouds,broken clouds,04n
11822,1594008000,2020-07-06 04:00:00,3600,11.68,7.55,10.56,12.78,1011,,,76,5.1,260,,,,,40,802,Clouds,scattered clouds,03d
11823,1594011600,2020-07-06 05:00:00,3600,11.87,7.78,11.0,12.78,1012,,,76,5.1,260,,,,,0,800,Clear,sky is clear,01d
11824,1594015200,2020-07-06 06:00:00,3600,13.0,8.06,11.67,14.44,1012,,,76,6.7,270,,,,,20,801,Clouds,few clouds,02d
11825,1594018800,2020-07-06 07:00:00,3600,13.83,8.28,12.78,15.0,1012,,,67,7.2,270,,,,,20,801,Clouds,few clouds,02d
11826,1594022400,2020-07-06 08:00:00,3600,14.56,7.36,13.33,16.67,1013,,,67,9.8,280,,,,,40,802,Clouds,scattered clouds,03d
11827,1594026000,2020-07-06 09:00:00,3600,15.06,7.98,13.89,16.67,1014,,,67,9.8,270,0.5,,,,75,500,Rain,light rain,10d
11828,1594029600,2020-07-06 10:00:00,3600,15.78,10.0,14.44,17.78,1014,,,67,8.2,280,0.5,,,,75,500,Rain,light rain,10d
11829,1594033200,2020-07-06 11:00:00,3600,16.75,11.41,15.0,20.0,1016,,,59,7.2,300,,,,,75,803,Clouds,broken clouds,04d
11830,1594036800,2020-07-06 12:00:00,3600,17.32,12.72,15.0,20.0,1017,,,52,5.7,300,,,,,40,802,Clouds,scattered clouds,03d
11831,1594040400,2020-07-06 13:00:00,3600,17.48,12.3,12.78,19.44,1017,,,48,6.2,290,,,,,75,803,Clouds,broken clouds,04d
11832,1594044000,2020-07-06 14:00:00,3600,18.04,13.12,15.0,19.44,1019,,,45,5.7,310,,,,,75,803,Clouds,broken clouds,04d
11833,1594047600,2020-07-06 15:00:00,3600,18.12,13.84,15.0,21.11,1019,,,48,5.1,320,,,,,75,803,Clouds,broken clouds,04d
11834,1594051200,2020-07-06 16:00:00,3600,17.81,12.61,14.0,21.67,1019,,,52,6.7,290,,,,,75,803,Clouds,broken clouds,04d
11835,1594054800,2020-07-06 17:00:00,3600,17.87,13.8,15.0,20.56,1020,,,52,5.1,290,,,,,40,802,Clouds,scattered clouds,03d
11836,1594058400,2020-07-06 18:00:00,3600,17.75,14.94,15.0,19.44,1020,,,45,2.6,220,,,,,75,803,Clouds,broken clouds,04d
11837,1594062000,2020-07-06 19:00:00,3600,17.02,13.72,14.44,18.33,1019,,,45,3.1,340,,,,,0,800,Clear,sky is clear,01d
11838,1594065600,2020-07-06 20:00:00,3600,15.46,11.19,14.44,16.67,1020,,,51,4.6,270,,,,,0,800,Clear,sky is clear,01d
11839,1594069200,2020-07-06 21:00:00,3600,13.84,9.43,13.0,15.0,1020,,,54,4.6,290,,,,,0,800,Clear,sky is clear,01n
11840,1594072800,2020-07-06 22:00:00,3600,12.31,8.01,11.0,13.33,1021,,,62,4.6,290,,,,,0,800,Clear,sky is clear,01n
11841,1594076400,2020-07-06 23:00:00,3600,11.37,8.0,10.0,13.0,1021,,,71,3.6,270,,,,,0,800,Clear,sky is clear,01n
11842,1594080000,2020-07-07 00:00:00,3600,10.78,8.06,10.0,12.22,1021,,,81,3.1,270,,,,,0,800,Clear,sky is clear,01n
11843,1594083600,2020-07-07 01:00:00,3600,10.34,8.22,8.89,12.22,1021,,,81,2.1,260,,,,,0,800,Clear,sky is clear,01n
11844,1594087200,2020-07-07 02:00:00,3600,10.8,7.64,9.44,12.22,1021,,,87,4.1,250,,,,,20,801,Clouds,few clouds,02n
11845,1594090800,2020-07-07 03:00:00,3600,10.97,8.9,9.44,12.22,1020,,,87,2.6,260,,,,,21,801,Clouds,few clouds,02n
11846,1594094400,2020-07-07 04:00:00,3600,11.33,8.74,10.0,12.78,1019,,,81,3.1,260,,,,,0,800,Clear,sky is clear,01d
11847,1594098000,2020-07-07 05:00:00,3600,11.88,9.42,10.56,13.33,1019,,,81,3.1,240,,,,,75,803,Clouds,broken clouds,04d
11848,1594101600,2020-07-07 06:00:00,3600,12.79,9.62,11.0,14.0,1019,,,76,4.1,250,,,,,75,803,Clouds,broken clouds,04d
11849,1594105200,2020-07-07 07:00:00,3600,14.04,10.62,12.78,15.56,1018,,,72,4.6,250,,,,,40,802,Clouds,scattered clouds,03d
11850,1594108800,2020-07-07 08:00:00,3600,15.46,11.53,14.44,16.67,1018,,,63,5.1,270,,,,,75,803,Clouds,broken clouds,04d
11851,1594112400,2020-07-07 09:00:00,3600,16.33,12.37,15.56,18.33,1019,,,59,5.1,260,,,,,75,803,Clouds,broken clouds,04d
11852,1594116000,2020-07-07 10:00:00,3600,16.65,11.99,14.44,18.33,1018,,,59,6.2,260,,,,,90,804,Clouds,overcast clouds,04d
11853,1594119600,2020-07-07 11:00:00,3600,16.44,10.71,15.0,18.0,1018,,,48,6.7,280,0.5,,,,90,500,Rain,light rain,10d
11854,1594123200,2020-07-07 12:00:00,3600,15.35,10.52,13.33,17.0,1018,,,55,5.7,270,0.5,,,,75,500,Rain,light rain,10d
11855,1594126800,2020-07-07 13:00:00,3600,14.42,11.52,12.78,16.11,1018,,,67,3.6,300,0.5,,,,90,500,Rain,light rain,10d
11856,1594130400,2020-07-07 14:00:00,3600,13.87,11.37,12.78,15.0,1018,,,77,3.6,290,0.5,,,,90,500,Rain,light rain,10d
11857,1594134000,2020-07-07 15:00:00,3600,13.0,8.95,11.67,15.0,1018,,,87,6.2,250,1.0,,,,90,501,Rain,moderate rain,10d
11858,1594137600,2020-07-07 16:00:00,3600,12.82,9.84,11.67,14.16,1016,,,87,4.6,280,0.5,,,,75,500,Rain,light rain,10d
11859,1594141200,2020-07-07 17:00:00,3600,12.81,11.17,12.0,13.33,1016,,,93,3.1,250,0.5,,,,90,500,Rain,light rain,10d
11860,1594144800,2020-07-07 18:00:00,3600,12.8,11.16,12.0,13.89,1016,,,93,3.1,250,0.5,,,,75,500,Rain,light rain,10d
11861,1594148400,2020-07-07 19:00:00,3600,12.78,11.13,12.0,13.44,1015,,,93,3.1,240,,,,,75,803,Clouds,broken clouds,04d
11862,1594152000,2020-07-07 20:00:00,3600,12.57,12.33,12.0,13.33,1015,,,93,1.0,220,,,,,75,803,Clouds,broken clouds,04d
11863,1594155600,2020-07-07 21:00:00,3600,12.28,11.19,11.67,13.0,1014,,,93,2.1,190,,,,,75,803,Clouds,broken clouds,04n
11864,1594159200,2020-07-07 22:00:00,3600,12.2,11.08,11.67,13.0,1014,,,93,2.1,190,0.5,,,,90,310,Drizzle,light intensity drizzle rain,09n
11865,1594162800,2020-07-07 23:00:00,3600,12.19,11.82,11.67,12.87,1014,,,100,1.5,150,,,,,90,804,Clouds,overcast clouds,04n
11866,1594166400,2020-07-08 00:00:00,3600,12.18,11.39,11.67,12.89,1013,,,100,2.1,130,,,,,75,300,Drizzle,light intensity drizzle,09n
11867,1594170000,2020-07-08 01:00:00,3600,12.19,11.05,11.67,13.06,1013,,,100,2.6,120,0.5,,,,90,310,Drizzle,light intensity drizzle rain,09n
11868,1594173600,2020-07-08 02:00:00,3600,12.38,11.3,11.67,13.33,1012,,,100,2.6,110,1.5,,,,90,311,Drizzle,rain and drizzle,09n
11869,1594177200,2020-07-08 03:00:00,3600,12.49,11.11,11.67,13.33,1011,,,93,2.6,100,1.5,,,,90,311,Drizzle,rain and drizzle,09n
11870,1594180800,2020-07-08 04:00:00,3600,12.65,12.0,11.67,14.0,1011,,,100,2.1,90,1.5,,,,75,311,Drizzle,rain and drizzle,09d
11871,1594184400,2020-07-08 05:00:00,3600,12.54,11.16,11.0,14.0,1011,,,100,3.1,70,0.5,,,,90,310,Drizzle,light intensity drizzle rain,09d
11872,1594188000,2020-07-08 06:00:00,3600,12.66,10.26,11.0,14.44,1012,,,100,4.6,70,0.5,,,,90,310,Drizzle,light intensity drizzle rain,09d
11873,1594191600,2020-07-08 07:00:00,3600,12.76,10.05,11.0,15.0,1012,,,100,5.1,70,1.5,,,,75,311,Drizzle,rain and drizzle,09d
11874,1594195200,2020-07-08 08:00:00,3600,12.79,9.67,11.67,15.0,1013,,,100,5.7,70,1.5,,,,75,311,Drizzle,rain and drizzle,09d
11875,1594198800,2020-07-08 09:00:00,3600,13.15,9.44,11.67,15.0,1013,,,93,6.2,60,0.5,,,,90,310,Drizzle,light intensity drizzle rain,09d
11876,1594202400,2020-07-08 10:00:00,3600,13.47,9.91,12.0,15.56,1014,,,87,5.7,60,,,,,90,804,Clouds,overcast clouds,04d
11877,1594206000,2020-07-08 11:00:00,3600,13.92,10.64,12.78,15.0,1014,,,82,5.1,60,,,,,100,804,Clouds,overcast clouds,04d
11878,1594209600,2020-07-08 12:00:00,3600,14.45,10.28,13.33,16.11,1014,,,77,6.2,70,,,,,90,804,Clouds,overcast clouds,04d
11879,1594213200,2020-07-08 13:00:00,3600,14.88,11.95,13.84,16.67,1014,,,77,4.6,90,,,,,90,804,Clouds,overcast clouds,04d
11880,1594216800,2020-07-08 14:00:00,3600,15.08,12.14,14.0,16.67,1014,,,82,5.1,70,,,,,90,804,Clouds,overcast clouds,04d
11881,1594220400,2020-07-08 15:00:00,3600,14.85,11.84,13.89,15.56,1015,,,82,5.1,100,,,,,90,804,Clouds,overcast clouds,04d
11882,1594224000,2020-07-08 16:00:00,3600,14.85,12.19,13.97,15.56,1015,,,82,4.6,100,,,,,90,804,Clouds,overcast clouds,04d
11883,1594227600,2020-07-08 17:00:00,3600,14.46,11.34,13.8,15.0,1015,,,82,5.1,90,,,,,90,804,Clouds,overcast clouds,04d
11884,1594231200,2020-07-08 18:00:00,3600,14.2,11.97,13.68,15.0,1014,,,87,4.1,90,0.5,,,,90,500,Rain,light rain,10d
11885,1594234800,2020-07-08 19:00:00,3600,13.74,11.37,12.78,14.44,1014,,,87,4.1,80,1.0,,,,90,500,Rain,light rain,10d
11886,1594238400,2020-07-08 20:00:00,3600,13.43,11.28,12.78,14.0,1012,,,93,4.1,100,0.5,,,,90,500,Rain,light rain,10d
11887,1594242000,2020-07-08 21:00:00,3600,13.37,11.9,12.78,14.0,1012,,,93,3.1,110,1.0,,,,90,500,Rain,light rain,10n
11888,1594245600,2020-07-08 22:00:00,3600,13.33,11.85,12.78,14.25,1012,,,100,3.6,80,1.0,,,,90,311,Drizzle,rain and drizzle,09n
11889,1594249200,2020-07-08 23:00:00,3600,13.26,11.41,12.22,14.44,1011,,,100,4.1,90,1.0,,,,90,310,Drizzle,light intensity drizzle rain,09n
11890,1594252800,2020-07-09 00:00:00,3600,13.38,11.56,12.78,14.44,1010,,,93,3.6,80,2.0,,,,90,311,Drizzle,rain and drizzle,09n
11891,1594256400,2020-07-09 01:00:00,3600,13.54,11.78,12.0,15.0,1010,,,100,4.1,100,2.0,,,,90,310,Drizzle,light intensity drizzle rain,09n
11892,1594260000,2020-07-09 02:00:00,3600,13.69,12.33,12.0,15.0,1009,,,100,3.6,100,2.0,,,,90,310,Drizzle,light intensity drizzle rain,09n
11893,1594263600,2020-07-09 03:00:00,3600,13.91,14.44,12.0,15.56,1008,,,100,1.0,110,1.0,,,,90,310,Drizzle,light intensity drizzle rain,09n
11894,1594267200,2020-07-09 04:00:00,3600,14.04,12.8,12.0,15.56,1008,,,100,3.6,200,1.0,,,,90,310,Drizzle,light intensity drizzle rain,09d
11895,1594270800,2020-07-09 05:00:00,3600,13.97,12.0,11.0,15.56,1008,,,100,4.6,220,1.0,,,,90,310,Drizzle,light intensity drizzle rain,09d
11896,1594274400,2020-07-09 06:00:00,3600,13.7,11.99,11.0,15.56,1008,,,100,4.1,240,1.0,,,,90,310,Drizzle,light intensity drizzle rain,09d
11897,1594278000,2020-07-09 07:00:00,3600,13.53,11.42,11.11,16.0,1009,,,100,4.6,50,1.0,,,,90,310,Drizzle,light intensity drizzle rain,09d
11898,1594281600,2020-07-09 08:00:00,3600,13.49,11.01,11.11,16.11,1009,,,93,4.6,40,1.0,,,,90,310,Drizzle,light intensity drizzle rain,09d
11899,1594285200,2020-07-09 09:00:00,3600,13.76,11.01,11.67,17.22,1010,,,93,5.1,40,,,,,90,804,Clouds,overcast clouds,04d
11900,1594288800,2020-07-09 10:00:00,3600,13.84,10.38,11.67,17.22,1010,,,87,5.7,50,0.5,,,,75,500,Rain,light rain,10d
11901,1594292400,2020-07-09 11:00:00,3600,13.83,9.67,12.22,17.22,1010,,,87,6.7,50,0.5,,,,75,310,Drizzle,light intensity drizzle rain,09d
11902,1594296000,2020-07-09 12:00:00,3600,13.62,10.41,12.22,15.0,1012,,,93,5.7,60,0.5,,,,75,310,Drizzle,light intensity drizzle rain,09d
11903,1594299600,2020-07-09 13:00:00,3600,13.65,10.14,12.78,15.0,1012,,,87,5.7,60,0.5,,,,90,310,Drizzle,light intensity drizzle rain,09d
11904,1594303200,2020-07-09 14:00:00,3600,13.65,9.79,12.78,14.44,1012,,,87,6.2,50,0.5,,,,90,310,Drizzle,light intensity drizzle rain,09d
11905,1594306800,2020-07-09 15:00:00,3600,13.47,9.56,12.78,14.44,1012,,,87,6.2,60,0.5,,,,90,310,Drizzle,light intensity drizzle rain,09d
11906,1594310400,2020-07-09 16:00:00,3600,13.43,10.58,12.78,14.44,1011,,,93,5.1,50,1.5,,,,90,311,Drizzle,rain and drizzle,09d
11907,1594314000,2020-07-09 17:00:00,3600,13.3,10.41,12.0,14.44,1011,,,93,5.1,30,0.5,,,,75,310,Drizzle,light intensity drizzle rain,09d
11908,1594317600,2020-07-09 18:00:00,3600,12.94,10.64,11.67,14.44,1011,,,93,4.1,30,0.5,,,,75,310,Drizzle,light intensity drizzle rain,09d
11909,1594321200,2020-07-09 19:00:00,3600,12.69,10.32,11.67,13.89,1011,,,93,4.1,30,0.5,,,,90,500,Rain,light rain,10d
11910,1594324800,2020-07-09 20:00:00,3600,12.52,10.45,11.67,13.33,1011,,,93,3.6,30,0.5,,,,90,500,Rain,light rain,10d
11911,1594328400,2020-07-09 21:00:00,3600,12.45,10.71,11.67,13.33,1012,,,93,3.1,360,0.5,,,,90,500,Rain,light rain,10n
11912,1594332000,2020-07-09 22:00:00,3600,12.24,9.73,11.67,13.0,1012,,,93,4.1,10,0.5,,,,90,500,Rain,light rain,10n
11913,1594335600,2020-07-09 23:00:00,3600,11.95,9.36,11.0,13.0,1013,,,93,4.1,360,1.5,,,,90,501,Rain,moderate rain,10n
11914,1594339200,2020-07-10 00:00:00,3600,11.79,10.18,11.0,13.0,1012,,,100,3.1,350,1.0,,,,90,501,Rain,moderate rain,10n
11915,1594342800,2020-07-10 01:00:00,3600,11.5,9.49,10.56,12.22,1013,,,93,3.1,330,0.5,,,,90,500,Rain,light rain,10n
11916,1594346400,2020-07-10 02:00:00,3600,11.44,9.41,10.56,12.22,1013,,,93,3.1,340,,,,,75,803,Clouds,broken clouds,04n
11917,1594350000,2020-07-10 03:00:00,3600,11.23,9.49,10.49,12.0,1013,,,93,2.6,320,,,,,75,701,Mist,mist,50n
11918,1594353600,2020-07-10 04:00:00,3600,11.02,9.53,10.09,11.67,1013,,,100,2.6,320,,,,,75,701,Mist,mist,50d
11919,1594357200,2020-07-10 05:00:00,3600,11.16,9.71,10.27,12.22,1013,,,100,2.6,310,,,,,75,701,Mist,mist,50d
11920,1594360800,2020-07-10 06:00:00,3600,11.53,9.88,10.56,13.0,1013,,,93,2.6,310,,,,,75,701,Mist,mist,50d
11921,1594364400,2020-07-10 07:00:00,3600,12.16,10.68,11.0,13.33,1014,,,93,2.6,310,,,,,75,803,Clouds,broken clouds,04d
11922,1594368000,2020-07-10 08:00:00,3600,12.98,10.85,11.67,15.56,1014,,,82,3.1,290,,,,,75,803,Clouds,broken clouds,04d
11923,1594371600,2020-07-10 09:00:00,3600,13.71,10.73,11.67,15.56,1015,,,82,4.6,290,,,,,75,803,Clouds,broken clouds,04d
11924,1594375200,2020-07-10 10:00:00,3600,14.87,10.89,13.0,16.11,1016,,,72,5.7,300,,,,,75,803,Clouds,broken clouds,04d
11925,1594378800,2020-07-10 11:00:00,3600,15.53,10.5,11.67,17.0,1016,,,63,6.7,310,,,,,75,803,Clouds,broken clouds,04d
11926,1594382400,2020-07-10 12:00:00,3600,15.82,10.85,12.0,18.89,1017,,,51,5.7,300,,,,,75,803,Clouds,broken clouds,04d
11927,1594386000,2020-07-10 13:00:00,3600,16.44,13.31,13.89,18.89,1017,,,55,3.6,290,,,,,75,803,Clouds,broken clouds,04d
11928,1594389600,2020-07-10 14:00:00,3600,16.76,15.0,15.0,19.44,1017,,,59,2.1,330,,,,,75,803,Clouds,broken clouds,04d
11929,1594393200,2020-07-10 15:00:00,3600,16.7,13.09,12.0,20.0,1017,,,52,4.1,250,,,,,40,802,Clouds,scattered clouds,03d
11930,1594396800,2020-07-10 16:00:00,3600,15.79,11.11,13.0,18.0,1018,,,62,6.2,340,,,,,75,803,Clouds,broken clouds,04d
11931,1594400400,2020-07-10 17:00:00,3600,15.34,12.32,13.89,17.0,1018,,,67,4.1,350,,,,,40,802,Clouds,scattered clouds,03d
11932,1594404000,2020-07-10 18:00:00,3600,14.62,11.7,12.78,15.56,1018,,,72,4.1,300,,,,,75,803,Clouds,broken clouds,04d
11933,1594407600,2020-07-10 19:00:00,3600,13.91,10.46,13.0,15.0,1019,,,72,4.6,270,,,,,40,802,Clouds,scattered clouds,03d
11934,1594411200,2020-07-10 20:00:00,3600,13.48,10.83,12.75,14.44,1020,,,76,3.6,300,0.3,,,,40,520,Rain,light intensity shower rain,09d
11935,1594414800,2020-07-10 21:00:00,3600,12.57,10.68,12.0,13.33,1021,,,82,2.6,270,,,,,27,802,Clouds,scattered clouds,03n
11936,1594418400,2020-07-10 22:00:00,3600,11.97,9.58,11.0,13.33,1021,,,82,3.1,270,,,,,0,800,Clear,sky is clear,01n
11937,1594422000,2020-07-10 23:00:00,3600,11.31,8.06,10.0,13.0,1021,,,82,4.1,280,,,,,0,800,Clear,sky is clear,01n
11938,1594425600,2020-07-11 00:00:00,3600,10.41,7.51,9.0,11.11,1022,,,87,3.6,280,,,,,21,801,Clouds,few clouds,02n
11939,1594429200,2020-07-11 01:00:00,3600,10.33,7.16,9.0,11.11,1022,,,81,3.6,270,,,,,27,802,Clouds,scattered clouds,03n
11940,1594432800,2020-07-11 02:00:00,3600,9.91,7.24,8.89,11.67,1022,,,87,3.1,270,,,,,0,800,Clear,sky is clear,01n
11941,1594436400,2020-07-11 03:00:00,3600,9.85,6.81,8.33,11.11,1022,,,87,3.6,270,,,,,0,800,Clear,sky is clear,01n
11942,1594440000,2020-07-11 04:00:00,3600,9.62,6.88,8.89,10.0,1023,,,87,3.1,280,,,,,0,800,Clear,sky is clear,01d
11943,1594443600,2020-07-11 05:00:00,3600,9.83,6.79,8.89,11.0,1023,,,87,3.6,280,,,,,20,801,Clouds,few clouds,02d
11944,1594447200,2020-07-11 06:00:00,3600,11.27,7.88,10.0,12.78,1023,,,87,4.6,280,,,,,20,801,Clouds,few clouds,02d
11945,1594450800,2020-07-11 07:00:00,3600,12.82,7.94,12.0,13.33,1023,,,71,6.2,310,,,,,20,801,Clouds,few clouds,02d
11946,1594454400,2020-07-11 08:00:00,3600,14.29,9.41,13.33,15.0,1024,,,71,6.7,320,,,,,20,801,Clouds,few clouds,02d
11947,1594458000,2020-07-11 09:00:00,3600,15.34,11.62,13.89,16.67,1025,,,67,5.1,310,,,,,20,801,Clouds,few clouds,02d
11948,1594461600,2020-07-11 10:00:00,3600,16.01,11.55,15.0,17.0,1026,,,59,5.7,320,,,,,40,802,Clouds,scattered clouds,03d
11949,1594465200,2020-07-11 11:00:00,3600,16.57,12.23,15.0,18.0,1025,,,52,5.1,310,,,,,40,802,Clouds,scattered clouds,03d
11950,1594468800,2020-07-11 12:00:00,3600,17.01,12.28,15.56,18.89,1026,,,51,5.7,330,,,,,75,803,Clouds,broken clouds,04d
11951,1594472400,2020-07-11 13:00:00,3600,17.34,13.09,16.0,18.33,1026,,,51,5.1,330,,,,,75,803,Clouds,broken clouds,04d
11952,1594476000,2020-07-11 14:00:00,3600,17.77,13.21,16.67,18.89,1026,,,45,5.1,300,,,,,75,803,Clouds,broken clouds,04d
11953,1594479600,2020-07-11 15:00:00,3600,17.94,14.24,16.67,19.44,1026,,,52,4.6,280,,,,,75,803,Clouds,broken clouds,04d
11954,1594483200,2020-07-11 16:00:00,3600,17.91,13.38,16.11,19.44,1026,,,45,5.1,310,,,,,40,802,Clouds,scattered clouds,03d
11955,1594486800,2020-07-11 17:00:00,3600,18.08,14.14,16.67,19.44,1026,,,48,4.6,280,,,,,20,801,Clouds,few clouds,02d
11956,1594490400,2020-07-11 18:00:00,3600,17.88,14.04,16.0,19.44,1026,,,45,4.1,300,,,,,20,801,Clouds,few clouds,02d
11957,1594494000,2020-07-11 19:00:00,3600,16.96,14.8,16.0,18.33,1027,,,52,2.1,330,,,,,20,801,Clouds,few clouds,02d
11958,1594497600,2020-07-11 20:00:00,3600,15.59,12.28,14.44,16.67,1027,,,55,3.6,310,,,,,20,801,Clouds,few clouds,02d
11959,1594501200,2020-07-11 21:00:00,3600,13.66,11.38,12.0,15.0,1028,,,62,2.1,310,,,,,0,800,Clear,sky is clear,01n
11960,1594504800,2020-07-11 22:00:00,3600,12.47,10.61,11.0,14.44,1027,,,67,1.5,330,,,,,0,800,Clear,sky is clear,01n
11961,1594508400,2020-07-11 23:00:00,3600,11.31,9.84,10.0,13.0,1028,,,81,1.5,260,,,,,0,800,Clear,sky is clear,01n
11962,1594512000,2020-07-12 00:00:00,3600,10.41,8.73,8.89,12.0,1028,,,81,1.5,270,,,,,0,800,Clear,sky is clear,01n
11963,1594515600,2020-07-12 01:00:00,3600,9.51,7.87,8.0,11.0,1028,,,87,1.5,270,,,,,0,800,Clear,sky is clear,01n
11964,1594519200,2020-07-12 02:00:00,3600,8.99,7.0,7.78,10.56,1028,,,81,1.5,310,,,,,2,800,Clear,sky is clear,01n
11965,1594522800,2020-07-12 03:00:00,3600,8.53,6.67,7.0,10.0,1027,,,87,1.5,300,,,,,0,800,Clear,sky is clear,01n
11966,1594526400,2020-07-12 04:00:00,3600,8.02,6.4,6.0,10.0,1028,,,87,1.0,300,,,,,0,800,Clear,sky is clear,01d
11967,1594530000,2020-07-12 05:00:00,3600,8.53,6.47,7.0,9.44,1028,,,93,2.1,300,,,,,0,800,Clear,sky is clear,01d
